gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_biotype,gene_name,Essentiality,Functional
Rv0965c,150.7947737,-0.144609856,0.124107546,-1.165197932,0.243938882,0.689368827,protein_coding,NA,NE,conserved hypotheticals
Rv0966c,791.4104423,-0.332822641,0.127478555,-2.610812795,0.009032733,0.116638801,protein_coding,NA,NE,conserved hypotheticals
Rv0967,474.4580953,0.568195138,0.162949988,3.486929609,0.0004886,0.014172939,protein_coding,csoR,Uncertain,regulatory proteins
Rv0968,248.4346358,0.611064993,0.168153778,3.633965303,0.000279098,0.009310258,protein_coding,NA,NE,conserved hypotheticals
Rv0969,1251.266418,0.397464753,0.140624225,2.826431599,0.00470698,0.076213309,protein_coding,ctpV,NE,cell wall and cell processes
Rv0970,475.3002933,-0.007735596,0.14257748,-0.054255381,0.956731698,0.992678332,protein_coding,NA,NE,cell wall and cell processes
Rv0971c,82.67063569,-0.399326666,0.220326885,-1.812428231,0.069920054,0.392552561,protein_coding,echA7,NE,lipid metabolism
Rv0972c,313.2266388,-0.357140619,0.164675152,-2.168758405,0.030101031,0.249470861,protein_coding,fadE12,NE,lipid metabolism
Rv0973c,314.690498,0.015862145,0.175697377,0.090281056,0.928063874,0.99067725,protein_coding,accA2,NE,lipid metabolism
Rv0974c,193.5441582,-0.036745602,0.197314743,-0.186228365,0.852265681,0.971280971,protein_coding,accD2,NE,lipid metabolism
Rv0975c,152.1888903,-0.05195726,0.183821887,-0.282650021,0.777445132,0.953530499,protein_coding,fadE13,NE,lipid metabolism
Rv0976c,175.5890561,0.193873536,0.238495628,0.812901844,0.416274337,0.812593581,protein_coding,NA,NE,conserved hypotheticals
Rv0977,281.7225485,0.047190852,0.090696242,0.520317609,0.602842225,0.908264668,protein_coding,PE_PGRS16,GA,PE/PPE
Rv0978c,35.46476445,1.719165149,0.618899645,2.77777692,0.005473218,0.085250162,protein_coding,PE_PGRS17,GA,PE/PPE
Rv0979c,14.12359642,0.067865658,0.348231051,0.194886864,0.845481518,0.968523936,protein_coding,NA,GA,conserved hypotheticals
Rv0979A,600.7923603,-0.216017109,0.235163091,-0.918584242,0.358313077,0.771007461,protein_coding,rpmF,Uncertain,information pathways
Rv0980c,36.49910486,0.022485243,0.312040362,0.072058766,0.942555141,0.990890967,protein_coding,PE_PGRS18,GA,PE/PPE
Rv0981,1164.239484,-0.134242423,0.192375502,-0.69781454,0.485293185,0.841278034,protein_coding,mprA,GA,regulatory proteins
Rv0982,3660.423457,-0.057814758,0.204525328,-0.282677744,0.777423879,0.953530499,protein_coding,mprB,ES,regulatory proteins
Rv0983,7237.964018,0.22137272,0.216190835,1.023969032,0.305849902,0.740162767,protein_coding,pepD,NE,intermediary metabolism and respiration
Rv0984,3549.912574,-0.025561219,0.202510737,-0.126221548,0.899556555,0.982327714,protein_coding,moaB2,NE,intermediary metabolism and respiration
Rv0985c,212.5302938,-0.229222146,0.187937716,-1.219670805,0.222589693,0.665441779,protein_coding,mscL,NE,cell wall and cell processes
Rv0986,428.0184623,-0.150278677,0.203714777,-0.737691587,0.460701886,0.829105677,protein_coding,NA,NE,cell wall and cell processes
Rv0987,1019.44439,0.113875608,0.11219253,1.015001698,0.310105018,0.743173079,protein_coding,NA,NE,cell wall and cell processes
Rv0988,674.283208,0.125293966,0.140551828,0.891443159,0.372691473,0.783141189,protein_coding,NA,NE,cell wall and cell processes
Rv0989c,335.2816927,0.195717862,0.109433056,1.788471138,0.073700028,0.402974373,protein_coding,grcC2,NE,intermediary metabolism and respiration
Rv0990c,651.4779615,1.727041376,0.187432917,9.214183944,3.13655E-20,6.60822E-18,protein_coding,NA,NE,conserved hypotheticals
Rv0991c,2384.286219,0.857666753,0.180815098,4.743335939,2.10227E-06,0.000135732,protein_coding,NA,NE,conserved hypotheticals
Rv0992c,130.1283877,-0.452158838,0.224500945,-2.014062066,0.044003018,0.312312197,protein_coding,NA,NE,conserved hypotheticals
Rv0993,831.8998773,-0.280013044,0.150935756,-1.855180318,0.063570481,0.377967835,protein_coding,galU,ES,intermediary metabolism and respiration
Rv0994,1085.867146,-0.126386652,0.115390517,-1.095294958,0.273387436,0.720815156,protein_coding,moeA1,NE,intermediary metabolism and respiration
Rv0995,345.6638794,-0.206789034,0.111366329,-1.856836223,0.063334458,0.377967835,protein_coding,rimJ,NE,information pathways
Rv0996,1680.479602,-0.072989874,0.129347728,-0.564291891,0.572555499,0.892891733,protein_coding,NA,NE,cell wall and cell processes
Rvnt15,38.7212889,-0.088391034,0.167926919,-0.526366077,0.598633881,0.905968418,tRNA,alaV,NA,NA
Rv0997a,2434.06938,-0.042882543,0.145458825,-0.294808811,0.768139935,0.951769666,protein_coding,NA,NA,NA
Rv0997,1578.438735,-0.088150251,0.205338703,-0.429291943,0.667710779,0.923205096,protein_coding,NA,NE,conserved hypotheticals
Rv0998,429.7459435,0.071410975,0.22212377,0.321491819,0.747837711,0.949303454,protein_coding,NA,NE,conserved hypotheticals
Rv0999,352.9478105,0.06337615,0.165847545,0.382134991,0.702361239,0.930858012,protein_coding,NA,NE,conserved hypotheticals
Rv1000c,554.1538869,-0.02698116,0.129011645,-0.209137399,0.83434098,0.966770098,protein_coding,NA,NE,conserved hypotheticals
Rv1001,577.6048684,-0.043771537,0.071133758,-0.61534127,0.538329368,0.875632857,protein_coding,arcA,NE,intermediary metabolism and respiration
Rv1002c,687.0238032,-0.055871564,0.121466253,-0.459976021,0.645533432,0.922999799,protein_coding,NA,GD,cell wall and cell processes
Rv1003,157.9395394,-0.311745201,0.214358125,-1.454319501,0.145857746,0.563891818,protein_coding,NA,NE,conserved hypotheticals
Rv1004c,271.2460961,-0.186906656,0.200618339,-0.931652891,0.351515939,0.76473821,protein_coding,NA,NE,cell wall and cell processes
Rv1005c,354.4019254,-0.22347471,0.184634398,-1.210363357,0.226139496,0.668071146,protein_coding,NA,ES,intermediary metabolism and respiration
Rv1006,2565.229809,0.182352695,0.159281355,1.144846463,0.252272764,0.697408754,protein_coding,NA,GA,conserved hypotheticals
Rv1007c,693.4231531,-0.121248727,0.077634206,-1.561795149,0.118336255,0.507054979,protein_coding,metS,ES,information pathways
Rv1008,101.1601052,-0.133616513,0.186087421,-0.71803087,0.472738253,0.834746902,protein_coding,tatD,GA,cell wall and cell processes
Rv1009,2422.599395,-0.351355409,0.105678712,-3.324751053,0.000884975,0.022140973,protein_coding,rpfB,NE,cell wall and cell processes
Rv1010,604.5810909,-0.185289571,0.112930448,-1.640740599,0.100851274,0.467254222,protein_coding,ksgA,NE,information pathways
Rv1011,371.6841,-0.148015557,0.151718799,-0.975591416,0.32926698,0.753174698,protein_coding,ispE,ES,intermediary metabolism and respiration
Rv1012,21.13815573,0.164781245,0.207259269,0.795048855,0.426585084,0.818914423,protein_coding,NA,NE,conserved hypotheticals
Rv1013,2405.706301,0.144432662,0.233848166,0.61763436,0.53681639,0.875088324,protein_coding,pks16,NE,lipid metabolism
Rv1014c,133.4116963,0.069578306,0.14159064,0.491404699,0.623140241,0.915360758,protein_coding,pth,ES,intermediary metabolism and respiration
Rv1015c,562.6173047,0.207955379,0.156525888,1.328568596,0.183990338,0.62310772,protein_coding,rplY,GD,information pathways
Rv1016c,497.7367734,0.032146302,0.099211467,0.324018014,0.745924396,0.949303454,protein_coding,lpqT,GA,cell wall and cell processes
Rv1017c,1813.870519,-0.067417428,0.106146407,-0.635136222,0.525339575,0.86718941,protein_coding,prsA,ES,intermediary metabolism and respiration
Rv1018c,960.382888,-0.066148855,0.105805438,-0.625193338,0.531844174,0.871994907,protein_coding,glmU,ES,cell wall and cell processes
Rvnt16,1.121658819,-0.622372173,1.227930691,-0.506846337,0.612262641,0.908847093,tRNA,glnT,NA,NA
Rv1019,591.0057159,-0.02190073,0.1377227,-0.159020478,0.87365274,0.97849477,protein_coding,NA,NE,regulatory proteins
Rv1020,1072.253266,-0.143317292,0.150808392,-0.950327035,0.341946106,0.761719679,protein_coding,mfd,NE,information pathways
Rv1021,524.9538441,-0.150604323,0.083911402,-1.79480165,0.072685308,0.401323155,protein_coding,NA,NE,conserved hypotheticals
Rv1022,321.7848444,0.082201107,0.096016633,0.856113198,0.391935169,0.795193352,protein_coding,lpqU,NE,cell wall and cell processes
Rv1023,1143.174246,-0.109214546,0.210565996,-0.518671333,0.603989955,0.908264668,protein_coding,eno,GD,intermediary metabolism and respiration
Rv1024,238.2468574,0.02759238,0.134016005,0.205888688,0.836877862,0.966770098,protein_coding,NA,ES,cell wall and cell processes
Rv1025,210.9973423,-0.051113147,0.117042291,-0.436706652,0.662324105,0.923205096,protein_coding,NA,ES,conserved hypotheticals
Rv1026,155.4283476,-0.184596593,0.165151509,-1.11774088,0.263677678,0.710411561,protein_coding,NA,NE,"virulence, detoxification, adaptation"
Rv1027c,115.243413,-0.004617617,0.144140951,-0.03203543,0.974443796,0.997171918,protein_coding,kdpE,NE,regulatory proteins
Rv1028c,336.5338951,-0.120255465,0.116807848,-1.02951528,0.303237603,0.738603863,protein_coding,kdpD,NE,regulatory proteins
Rv1028A,15.97459148,0.088349945,0.265070811,0.333306955,0.73890259,0.947026279,protein_coding,kdpF,NE,cell wall and cell processes
Rv1029,176.7104291,0.082549495,0.18632354,0.443043833,0.65773403,0.923205096,protein_coding,kdpA,NE,cell wall and cell processes
Rv1030,203.1053591,0.16346181,0.12279748,1.331149553,0.183139807,0.622100631,protein_coding,kdpB,NE,cell wall and cell processes
Rv1031,84.98553947,0.066259398,0.159825653,0.414572983,0.678454529,0.926912451,protein_coding,kdpC,NE,cell wall and cell processes
Rv1032c,250.8615426,-0.580522451,0.102816089,-5.646221901,1.64012E-08,1.52684E-06,protein_coding,trcS,NE,regulatory proteins
Rv1033c,264.1391704,-1.09856518,0.145544427,-7.547971448,4.4209E-14,7.23069E-12,protein_coding,trcR,GA,regulatory proteins
Rv1037c,10.86975788,0.340013732,0.438261931,0.775823104,0.43785344,0.821686356,protein_coding,esxI,NE,NA
Rv1038c,25.20775266,-0.180814419,0.486061548,-0.371999019,0.709893579,0.933236124,protein_coding,esxJ,NE,cell wall and cell processes
Rv1039c,47.98626771,0.436268691,0.224936711,1.939517516,0.052438354,0.346788406,protein_coding,PPE15,NE,PE/PPE
Rv1040c,29.18200311,-0.14868161,0.344564235,-0.431506217,0.666100333,0.923205096,protein_coding,PE8,NE,PE/PPE
Rv1041c,9.95494705,-0.082605958,0.333438483,-0.247739726,0.804335793,0.961387764,protein_coding,NA,NE,insertion seqs and phages
Rv1042c,333.5722675,-0.284135716,0.159989336,-1.77596659,0.075738424,0.409151028,protein_coding,NA,NE,NA
Rv1043c,414.6373858,0.082984503,0.105247007,0.788473759,0.430419642,0.818914423,protein_coding,NA,GA,conserved hypotheticals
Rv1044,65.37163119,0.001668212,0.22231961,0.007503664,0.994012998,0.999203375,protein_coding,NA,ES,conserved hypotheticals
Rv1045,166.4919617,-0.045662869,0.191320095,-0.238672622,0.811359448,0.961387764,protein_coding,NA,NE,conserved hypotheticals
Rv1047,4.349222558,0.016901557,0.537147265,0.031465406,0.97489838,0.997171918,protein_coding,NA,NE,NA
Rv1048c,278.8295419,0.044782851,0.186880362,0.239633798,0.810614161,0.961387764,protein_coding,NA,NE,conserved hypotheticals
Rv1049,291.464596,-0.714188722,0.206426306,-3.45977572,0.000540625,0.015348396,protein_coding,NA,NE,regulatory proteins
Rv1050,325.7633159,-0.35283523,0.198524539,-1.777287739,0.07552091,0.40907023,protein_coding,NA,NE,intermediary metabolism and respiration
Rv1051c,16.26674492,0.15126379,0.375046339,0.403320268,0.686712633,0.928994972,protein_coding,NA,NE,conserved hypotheticals
Rv1052,416.6708749,0.117730679,0.169877092,0.693034462,0.488287925,0.842870815,protein_coding,NA,NE,conserved hypotheticals
Rvnt17,78.86560997,-0.23299017,0.17384479,-1.340219454,0.180174009,0.617189917,tRNA,leuX,NA,NA
Rv1056,237.6574384,0.248912566,0.190100378,1.309374388,0.190407563,0.630961485,protein_coding,NA,NE,conserved hypotheticals
Rv1057,1931.659441,1.48812413,0.912406085,1.630988827,0.102892677,0.473115172,protein_coding,NA,NE,conserved hypotheticals
Rv1058,580.022785,0.036121221,0.226412887,0.15953695,0.873245849,0.97849477,protein_coding,fadD14,NE,lipid metabolism
Rv1059,445.1638715,-0.139089363,0.112360619,-1.237883562,0.215759238,0.658295907,protein_coding,NA,NE,conserved hypotheticals
Rv1060,444.5869758,-0.020361916,0.127107187,-0.160194845,0.87272759,0.97849477,protein_coding,NA,NE,conserved hypotheticals
Rv1061,317.8145865,0.000485706,0.106366176,0.004566354,0.996356589,0.999203375,protein_coding,NA,NE,conserved hypotheticals
Rv1062,90.73767729,-0.042199999,0.207466556,-0.203406272,0.838817498,0.966770098,protein_coding,NA,NE,conserved hypotheticals
Rv1063c,284.8157725,-0.10216127,0.12044215,-0.848218589,0.396316247,0.800027199,protein_coding,NA,NE,conserved hypotheticals
Rv1064c,63.00169914,-0.278055479,0.378255741,-0.735099165,0.462279103,0.829822085,protein_coding,lpqV,NE,cell wall and cell processes
Rv1065,424.6565664,0.279235136,0.150141903,1.859808156,0.062912673,0.37757036,protein_coding,NA,NE,conserved hypotheticals
Rv1066,151.1403652,-0.259898062,0.224350012,-1.158449067,0.246680825,0.689593691,protein_coding,NA,NE,conserved hypotheticals
Rv1067c,15.37792038,-0.227996442,0.46980723,-0.485297857,0.627465075,0.916462663,protein_coding,PE_PGRS19,NE,PE/PPE
Rv1068c,35.89457742,0.329922013,0.189917191,1.737188775,0.082353856,0.431281114,protein_coding,PE_PGRS20,NE,PE/PPE
Rv1069c,583.2526793,-0.165435311,0.17429442,-0.949171582,0.342533352,0.761888915,protein_coding,NA,NE,conserved hypotheticals
Rv1070c,587.7359296,-0.278261258,0.1786473,-1.557601254,0.119327801,0.508019359,protein_coding,echA8,NE,lipid metabolism
Rv1071c,517.2933664,-0.284613381,0.146889828,-1.937597617,0.052672333,0.346788406,protein_coding,echA9,NE,lipid metabolism
Rv1072,31232.62996,0.22610646,0.194159497,1.164539791,0.244205328,0.689368827,protein_coding,NA,NE,cell wall and cell processes
Rv1073,8041.540924,0.094338472,0.261548147,0.360692567,0.718329282,0.937552043,protein_coding,NA,GA,conserved hypotheticals
Rv1074c,2779.883831,-0.007145931,0.100772131,-0.070911773,0.943467973,0.990890967,protein_coding,fadA3,GA,lipid metabolism
Rv1075c,154.7880252,-0.059354125,0.136659713,-0.434320575,0.664055665,0.923205096,protein_coding,NA,NE,cell wall and cell processes
Rv1076,624.3656439,0.435965222,0.16454974,2.649443399,0.008062448,0.109403314,protein_coding,lipU,NE,intermediary metabolism and respiration
Rv1077,1233.632314,0.096537475,0.122424748,0.788545421,0.430377742,0.818914423,protein_coding,cbs,NE,intermediary metabolism and respiration
Rv1078,2240.052669,0.005688073,0.174609968,0.032575879,0.974012805,0.997171918,protein_coding,NA,NE,conserved hypotheticals
Rv1079,1265.448629,-0.125395154,0.148352361,-0.845252162,0.397970064,0.801696573,protein_coding,metB,NE,intermediary metabolism and respiration
Rv1080c,3068.029096,0.202124342,0.110899229,1.822594654,0.068364806,0.3912536,protein_coding,greA,NE,information pathways
Rv1081c,109.1183959,0.109274616,0.125352192,0.871740767,0.383349815,0.788573451,protein_coding,NA,NE,cell wall and cell processes
Rv1082,668.9858823,0.036045343,0.107686323,0.334725359,0.73783227,0.946869529,protein_coding,mca,NE,"virulence, detoxification, adaptation"
Rv1083,151.6615026,0.143095745,0.126997305,1.126762065,0.259843094,0.709631169,protein_coding,NA,NE,conserved hypotheticals
Rv1084,227.9453218,-0.114982616,0.180687441,-0.636361969,0.524540523,0.866227604,protein_coding,NA,NE,conserved hypotheticals
Rv1085c,335.7206357,-0.222603757,0.144648547,-1.538928392,0.123821779,0.519558261,protein_coding,NA,NE,"virulence, detoxification, adaptation"
Rv1086,728.60685,-0.082488287,0.114800691,-0.718534763,0.472427621,0.834566535,protein_coding,NA,NE,cell wall and cell processes
Rv1087,229.3160115,-0.098996428,0.305341889,-0.324215025,0.745775247,0.949303454,protein_coding,PE_PGRS21,NE,PE/PPE
Rv1088,18.32364769,-0.277537073,0.341922468,-0.81169592,0.416966136,0.813409085,protein_coding,PE9,NE,PE/PPE
Rv1088a,38.55717907,0.209014649,0.261921586,0.79800467,0.42486778,0.818914423,protein_coding,NA,NA,NA
Rv1091,89.72261722,0.118744147,0.416615541,0.285020925,0.775628111,0.953530499,protein_coding,PE_PGRS22,NE,PE/PPE
Rv1092c,335.8177664,0.353169432,0.129935077,2.718045359,0.006566884,0.09644458,protein_coding,coaA,ES,intermediary metabolism and respiration
RVnc0034,48.76896761,0.342670879,0.250823689,1.366182282,0.171881757,0.603017243,ncRNA,MTS0858,NA,NA
Rv1093,1646.378689,-0.000628155,0.138512527,-0.004535006,0.996381601,0.999203375,protein_coding,glyA1,ES,intermediary metabolism and respiration
Rv1094,9737.470145,0.664067848,0.204261996,3.251059239,0.001149759,0.026915118,protein_coding,desA2,ES,lipid metabolism
Rv1095,4033.496509,0.419828773,0.090911786,4.617979583,3.87494E-06,0.000237655,protein_coding,phoH2,NE,intermediary metabolism and respiration
Rv1096,1338.378503,-0.133244654,0.167950611,-0.793356175,0.427570337,0.818914423,protein_coding,NA,NE,intermediary metabolism and respiration
Rv1097c,815.2791947,0.109152505,0.143678058,0.759701979,0.447432746,0.825944886,protein_coding,NA,NE,cell wall and cell processes
Rv1098c,1096.013392,0.148247487,0.119136938,1.244345277,0.213372514,0.654505879,protein_coding,fum,ES,intermediary metabolism and respiration
Rv1099c,574.6525343,-0.017087142,0.119421634,-0.14308247,0.88622505,0.979104574,protein_coding,glpX,NE,intermediary metabolism and respiration
Rv1100,441.3060464,-0.102836134,0.20179137,-0.509616114,0.610320433,0.908487071,protein_coding,NA,NE,conserved hypotheticals
Rv1101c,791.7800956,0.117608372,0.151210255,0.777780396,0.436698487,0.821686356,protein_coding,NA,NE,cell wall and cell processes
Rv1102c,809.8993685,0.034053258,0.138646545,0.245612018,0.805982585,0.961387764,protein_coding,mazF3,NE,"virulence, detoxification, adaptation"
Rv1103c,357.8816923,-0.152290536,0.189601096,-0.803215485,0.421850197,0.818111994,protein_coding,mazE3,NE,"virulence, detoxification, adaptation"
Rv1106c,638.1228617,-0.212872902,0.125552526,-1.6954888,0.089982733,0.445242127,protein_coding,NA,NE,intermediary metabolism and respiration
Rv1107c,338.9071779,-0.163923096,0.353568494,-0.463624726,0.642916636,0.922999799,protein_coding,xseB,NE,information pathways
Rv1108c,534.313763,0.096221819,0.140251247,0.686067479,0.492670558,0.844034404,protein_coding,xseA,NE,information pathways
Rv1109c,2077.133536,-0.043352447,0.096521602,-0.449147606,0.653325181,0.923205096,protein_coding,NA,NE,conserved hypotheticals
Rv1110,1756.730716,-0.069687753,0.131501711,-0.529937998,0.596154919,0.905657739,protein_coding,lytB2,ES,cell wall and cell processes
Rv1111c,999.0644121,0.016591714,0.113546834,0.146122205,0.883824917,0.97849477,protein_coding,NA,ESD,conserved hypotheticals
Rv1112,129.3922313,-0.045896023,0.15551394,-0.295124813,0.767898535,0.951769666,protein_coding,NA,NE,conserved hypotheticals
Rv1113,51.18964337,-0.191136968,0.232792308,-0.821062215,0.411610831,0.809669856,protein_coding,vapB32,NE,"virulence, detoxification, adaptation"
Rv1114,133.7154388,-0.243707473,0.142512493,-1.710077958,0.087251458,0.444200403,protein_coding,vapC32,NE,"virulence, detoxification, adaptation"
Rv1115,85.26404138,-0.131629234,0.131950929,-0.99756201,0.31849179,0.74774531,protein_coding,NA,NE,cell wall and cell processes
Rv1116,27.11777918,-0.212256796,0.226114331,-0.938714475,0.347877359,0.763838411,protein_coding,NA,NE,conserved hypotheticals
Rv1117,778.8279098,0.043278718,0.127520585,0.339386127,0.734318868,0.944433393,protein_coding,NA,NE,conserved hypotheticals
Rv1118c,169.4779201,-0.20106102,0.145563819,-1.38125684,0.167200004,0.597813552,protein_coding,NA,NE,conserved hypotheticals
Rv1119c,0.332824285,-1.500959391,2.503070179,-0.599647346,0.548741286,0.878689253,protein_coding,NA,Uncertain,conserved hypotheticals
Rv1120c,14.05511861,0.330193402,0.374309451,0.882140169,0.377701012,0.787057341,protein_coding,NA,NE,conserved hypotheticals
Rv1121,2902.707564,0.302432795,0.10758158,2.811194964,0.004935787,0.079349214,protein_coding,zwf1,NE,intermediary metabolism and respiration
Rv1122,1144.781423,0.246371989,0.127221457,1.936560031,0.052799148,0.347052526,protein_coding,gnd2,ES,intermediary metabolism and respiration
Rv1123c,399.6005841,-0.197032974,0.121728727,-1.618623467,0.105528303,0.480579973,protein_coding,bpoB,NE,"virulence, detoxification, adaptation"
Rv1124,170.0356179,-0.051582269,0.163291299,-0.315891106,0.752085163,0.949303454,protein_coding,ephC,NE,"virulence, detoxification, adaptation"
Rv1125,128.5361899,0.094167778,0.16708544,0.56359057,0.573032806,0.892891733,protein_coding,NA,NE,conserved hypotheticals
Rv1126c,423.6963257,0.016210794,0.105234854,0.154043968,0.877575068,0.97849477,protein_coding,NA,NE,conserved hypotheticals
Rv1127c,1281.145294,-0.060541604,0.101036268,-0.599206656,0.549035085,0.878763473,protein_coding,ppdK,NE,intermediary metabolism and respiration
Rv1128c,1124.676262,0.236802145,0.10469816,2.261760335,0.023712215,0.215238085,protein_coding,NA,NE,insertion seqs and phages
Rv1129c,539.7591619,0.309429112,0.319432555,0.968683709,0.332703023,0.755019477,protein_coding,NA,NE,regulatory proteins
Rv1130,3117.028371,0.509518339,0.433445694,1.175506752,0.239792038,0.687863775,protein_coding,prpD,NE,intermediary metabolism and respiration
Rv1131,2496.203928,0.416886981,0.476785605,0.874369899,0.381916845,0.788298501,protein_coding,prpC,NE,intermediary metabolism and respiration
Rv1132,936.6895554,0.204213702,0.09674546,2.110834988,0.034786498,0.269343037,protein_coding,NA,NE,cell wall and cell processes
Rv1133c,10863.71365,0.173924854,0.245599406,0.7081648,0.478842923,0.838943554,protein_coding,metE,ES,intermediary metabolism and respiration
Rv1134,18.39389661,-0.048835414,0.295270138,-0.165392324,0.868635195,0.976018509,protein_coding,NA,NE,conserved hypotheticals
Rv1135c,145.8933128,0.059079793,0.119074132,0.496159759,0.6197817,0.912462723,protein_coding,PPE16,NE,PE/PPE
Rv1138a,16.35111764,0.104166805,0.284671449,0.365919397,0.714425222,0.935766189,protein_coding,NA,NA,NA
Rv1138c,153.4278222,0.221039437,0.148976489,1.483720276,0.137883145,0.547565703,protein_coding,NA,NE,intermediary metabolism and respiration
Rv1139c,270.9945014,0.288763281,0.114702563,2.517496321,0.01181922,0.135178112,protein_coding,NA,NE,cell wall and cell processes
Rv1140,609.7860498,0.166767359,0.106364983,1.567878399,0.116909514,0.50379828,protein_coding,NA,NE,cell wall and cell processes
Rv1141c,220.907846,0.086356042,0.118073305,0.731376506,0.464549212,0.830821863,protein_coding,echA11,NE,lipid metabolism
Rv1142c,582.3776692,0.025050157,0.158310512,0.158234326,0.874272156,0.97849477,protein_coding,echA10,NE,lipid metabolism
Rv1143,399.762122,0.124266806,0.082825007,1.500353699,0.133522806,0.538542593,protein_coding,mcr,GA,lipid metabolism
Rv1144,166.9533955,-0.011029522,0.135995256,-0.081102258,0.93536063,0.990890967,protein_coding,NA,GA,intermediary metabolism and respiration
Rv1145,113.4903601,-0.110026422,0.149897555,-0.734010781,0.462942168,0.830267696,protein_coding,NA,GA,cell wall and cell processes
Rv1146,197.8938929,-0.103245938,0.128902444,-0.80096183,0.423153744,0.818697166,protein_coding,NA,GA,cell wall and cell processes
Rv1147,73.1209508,-0.230309233,0.182621709,-1.261127354,0.207262967,0.646666918,protein_coding,NA,GA,conserved hypotheticals
Rv1148c,3358.866356,0.264460729,0.246277831,1.073830836,0.282898507,0.724531493,protein_coding,NA,NE,insertion seqs and phages
Rv1149,13.76870102,0.689749013,0.543110381,1.269997843,0.204085399,0.642259316,protein_coding,NA,NE,insertion seqs and phages
Rv1150,5.156345022,0.505733227,0.491287327,1.029404178,0.303289787,0.738603863,pseudogene,NA,NA,NA
Rv1151c,194.8618467,-0.33492052,0.106883726,-3.133503402,0.001727329,0.036201564,protein_coding,NA,NE,regulatory proteins
Rv1152,400.3100491,-0.229975675,0.15142958,-1.518697171,0.128838739,0.529432322,protein_coding,NA,NE,regulatory proteins
Rv1153c,164.0694028,-0.118789323,0.126566201,-0.938554863,0.347959337,0.763838411,protein_coding,omt,NE,lipid metabolism
Rv1154c,190.5718067,-0.330093319,0.159691325,-2.067071075,0.038727457,0.291402276,protein_coding,NA,NE,conserved hypotheticals
Rv1155,834.9142724,-0.054064255,0.111441126,-0.485137374,0.627578902,0.916462663,protein_coding,NA,NE,intermediary metabolism and respiration
Rv1155a,175.7535228,-0.578652677,0.139801894,-4.139090399,3.48686E-05,0.001661653,protein_coding,NA,NA,NA
Rv1156,2334.482897,0.17007278,0.143553438,1.184734981,0.236122247,0.682051118,protein_coding,NA,NE,conserved hypotheticals
Rv1157c,648.9434881,0.013893073,0.176067108,0.07890783,0.937105935,0.990890967,protein_coding,NA,NE,conserved hypotheticals
RVnc0012,74.07970418,0.188966556,0.152811999,1.236595012,0.216237473,0.658854342,ncRNA,mcr10,NA,NA
Rv1158c,442.5153643,0.199805096,0.228129833,0.875839399,0.381117348,0.787616285,protein_coding,NA,NE,conserved hypotheticals
Rv1159,420.9020707,0.033709227,0.142261043,0.236953322,0.812693003,0.961387764,protein_coding,pimE,NE,cell wall and cell processes
Rv1159A,493.773176,-0.074702096,0.192290839,-0.388484946,0.697657192,0.92966769,protein_coding,NA,NE,conserved hypotheticals
Rv1160,137.1823976,-0.480501857,0.187177419,-2.567093071,0.010255508,0.125543729,protein_coding,mutT2,NE,information pathways
Rv1161,17656.74672,0.314315651,0.130345544,2.411403117,0.015891273,0.16514812,protein_coding,narG,NE,intermediary metabolism and respiration
Rv1162,4644.55046,0.089345618,0.132578991,0.673904793,0.500371845,0.850878117,protein_coding,narH,NE,intermediary metabolism and respiration
Rv1163,539.2869701,0.251641381,0.12821815,1.962603425,0.049692272,0.337149435,protein_coding,narJ,NE,intermediary metabolism and respiration
Rv1164,688.4361425,0.256395002,0.196182295,1.306922229,0.191239126,0.632056588,protein_coding,narI,NE,intermediary metabolism and respiration
Rv1165,931.0990082,0.114712358,0.08663583,1.32407524,0.185478058,0.624799331,protein_coding,typA,NE,information pathways
Rv1166,1030.536126,0.113790713,0.112549763,1.011025792,0.312004086,0.74364718,protein_coding,lpqW,ES,cell wall and cell processes
Rv1167c,463.4584975,-0.141688408,0.077856567,-1.819864576,0.068779631,0.3912536,protein_coding,NA,NE,regulatory proteins
Rv1168c,853.4448899,-0.103347542,0.101350494,-1.019704372,0.307868688,0.741154783,protein_coding,PPE17,NE,PE/PPE
Rv1169c,360.5260835,0.445929211,0.208722967,2.136464505,0.032641571,0.259254384,protein_coding,lipX,NE,PE/PPE
Rv1170,441.8125183,0.142667189,0.083626743,1.705999584,0.088008157,0.444200403,protein_coding,mshB,NE,intermediary metabolism and respiration
Rv1171,521.4151272,-0.423247612,0.241961739,-1.749233634,0.080250642,0.425487843,protein_coding,NA,NE,conserved hypotheticals
Rv1172c,1813.337222,0.189789329,0.109035347,1.740622043,0.081749851,0.430019257,protein_coding,PE12,NE,PE/PPE
Rv1173,3521.653523,-0.16510582,0.103900125,-1.589082014,0.112041878,0.493395413,protein_coding,fbiC,NE,intermediary metabolism and respiration
Rv1174c,3309.678952,0.153235834,0.147813608,1.036682859,0.299883683,0.738456482,protein_coding,TB8.4,NE,cell wall and cell processes
Rv1175c,1121.071284,0.070680422,0.075096041,0.94120038,0.346602182,0.763838411,protein_coding,fadH,NE,lipid metabolism
Rv1176c,151.5961759,-0.109475351,0.187363971,-0.584292433,0.559023582,0.887184261,protein_coding,NA,NE,conserved hypotheticals
